Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocker),Outward issue link (Cloners),Outward issue link (Incorporates),Outward issue link (Reference),Outward issue link (Reference),Outward issue link (Supercedes),Outward issue link (dependent),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Attachment count),Custom field (Blog - New Blog Administrators),Custom field (Blog - New Blog PMC),Custom field (Blog - Write access),Custom field (Blog Administrator?),Custom field (Blogs - Admin for blog),Custom field (Blogs - Email Address),Custom field (Blogs - Existing Blog Access Level),Custom field (Blogs - Existing Blog Name),Custom field (Blogs - New Blog Write Access),Custom field (Blogs - Username),Custom field (Bug Category),Custom field (Bugzilla - Email Notification Address),Custom field (Bugzilla - List of usernames),Custom field (Bugzilla - PMC Name),Custom field (Bugzilla - Project Name),Custom field (Bugzilla Id),Custom field (CXF Fields),Custom field (Change Category),Custom field (Complexity),Custom field (Date of First Response),Custom field (Discovered By),Custom field (Docs Text),Custom field (Enable Automatic Patch Review),Custom field (Epic Link),Custom field (Estimated Complexity),Custom field (Existing GitBox Approval),Custom field (External issue ID),Custom field (External issue URL),Custom field (Git Notification Mailing List),Custom field (Git Repository Import Path),Custom field (Git Repository Name),Custom field (Git Repository Type),Custom field (GitHub Options),Custom field (Github Integration),Custom field (Github Integrations - Other),Custom field (Global Rank),Custom field (INFRA - Subversion Repository Path),Custom field (Initial Confluence Contributors),Custom field (Last public comment date),Custom field (Machine Readable Info),Custom field (New-TLP-TLPName),Custom field (Priority),Custom field (Project),Custom field (Protected Branch),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Severity),Custom field (Severity),Custom field (Space Description),Custom field (Space Key),Custom field (Space Name),Custom field (Test and Documentation Plan),Custom field (Testcase included),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
configuration_interceptor simple doesn't work due to missing configuration file,CXF-3645,12513204,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,ffang,ffang,ffang,08/Jul/11 00:07,19/Aug/11 03:29,14/Mar/19 02:29,08/Jul/11 02:50,,,,,,,,,,,,,,,,,,2.3.6,2.4.2,2.5,,Samples,,,,0,,,,,,"when run mvn -Pclient, get exception like
org.springframework.context.ApplicationContextException: Failed to load configuration /Users/ffang/apache-cxf-2.4.1/samples/configuration_interceptor/src/demo/stream/client/client.xml
	at org.apache.cxf.bus.spring.BusApplicationContext.getConfigResources(BusApplicationContext.java:152)
	at org.springframework.context.support.AbstractXmlApplicationContext.loadBeanDefinitions(AbstractXmlApplicationContext.java:120)
	at org.apache.cxf.bus.spring.BusApplicationContext.loadBeanDefinitions(BusApplicationContext.java:262)
	at org.springframework.context.support.AbstractRefreshableApplicationContext.refreshBeanFactory(AbstractRefreshableApplicationContext.java:130)
	at org.springframework.context.support.AbstractApplicationContext.obtainFreshBeanFactory(AbstractApplicationContext.java:467)
	at org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:397)
",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,,,5778,,,Fri Jul 08 02:50:58 UTC 2011,,,,,,0|i0b7v3:,63386,,,,,,,,"08/Jul/11 02:35;ffang;Seems this issue already get fixed by Dan on trunk and 2.4.x branch, but we still have this issue for 2.3.x and I'd like to remove the redundant configuration_interceptor/src/demo/stream/server/server.xml as we already have it in configuration_interceptor folder and maven-ant-plugin will copy it to the proper target folder during build.","08/Jul/11 02:50;ffang;commit fix
http://svn.apache.org/viewvc?rev=1144131&view=rev for trunk
http://svn.apache.org/viewvc?rev=1144133&view=rev for 2.4.x branch
http://svn.apache.org/viewvc?rev=1144134&view=rev for 2.3.x branch",,,,,,,,,,,,,,,,,,,,,,,,,
CXF JAXRS Proxies can not handle explicilt collections of form parameters,CXF-3641,12513090,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,sergey_beryozkin,szhemzhitsky,szhemzhitsky,07/Jul/11 07:16,19/Aug/11 03:30,14/Mar/19 02:29,10/Jul/11 22:17,2.3.3,,,,,,,,,,,,,,,,,2.3.6,2.4.2,2.5,,JAX-RS,,,,0,,,,,,"Explicit collections of query and matrix parameters are supported (CXF-2958), but at the same time such collections of form parameters are not.",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,,,5779,,,2011-07-07 07:16:47.0,,,,,,0|i0b7pz:,63363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The duplicate soap body is appended  when the endpoint is both configured with soap handler and wsse enabled,CXF-3639,12513081,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,ema,ema,ema,07/Jul/11 06:36,16/Jul/13 19:29,14/Mar/19 02:29,10/Jul/11 15:06,2.2.12,2.3.5,,,,,,,,,,,,,,,,2.3.6,,,,Soap Binding,WS-* Components,,,0,,,,,,"If the endpoint impl is annotated with @HandlerChain and wsse enabled. There is duplicate soap body is appended. If the soap body is configured for signature, it is always failed with message: 

14:04:47,210 WARN [Reference] Expected Digest: SW43BqTLb8U2V2eS6/aX6wLNu54=
14:04:47,210 WARN [Reference] Actual Digest:tpFK1QQIUk14Tx1VQRSvcOmmD2g=
14:04:47,220 WARN [WSS4JInInterceptor]
org.apache.ws.security.WSSecurityException: The signature or decryption was invalid

This happens only in 2.3.x release. There is no such issue in cxf 2.2.5 and cxf 2.4.1.  
",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,,,5821,,,2011-07-07 06:36:20.0,,,,,,0|i0b7hr:,63326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsdl_first_dynamic_client example doesn't work,CXF-3638,12513073,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,ffang,ffang,ffang,07/Jul/11 03:14,19/Aug/11 03:30,14/Mar/19 02:29,22/Jul/11 06:56,2.3.5,2.4.1,,,,,,,,,,,,,,,,2.3.6,2.4.2,,,Samples,,,,0,,,,,,"If we run mvn -Pserver and then mvn -Pclient

then from the client console we get exception like
org.apache.cxf.interceptor.Fault: com.company.application.GetAgentDetails cannot be cast to com.company.application.AgentWSRequest
	at org.apache.cxf.jaxws.interceptors.WrapperClassOutInterceptor.handleMessage(WrapperClassOutInterceptor.java:121)
	at org.apache.cxf.phase.PhaseInterceptorChain.doIntercept(PhaseInterceptorChain.java:255)
	at org.apache.cxf.endpoint.ClientImpl.invoke(ClientImpl.java:546)
	at org.apache.cxf.endpoint.ClientImpl.invoke(ClientImpl.java:343)
	at org.apache.cxf.endpoint.ClientImpl.invoke(ClientImpl.java:295)
	at org.apache.cxf.endpoint.ClientImpl.invoke(ClientImpl.java:315)
	at demo.hw.client.ComplexClient.main(ComplexClient.java:97)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java:597)
	at org.codehaus.mojo.exec.ExecJavaMojo$1.run(ExecJavaMojo.java:291)
	at java.lang.Thread.run(Thread.java:680)
Caused by: java.lang.ClassCastException: com.company.application.GetAgentDetails cannot be cast to com.company.application.AgentWSRequest
	at com.company.application.GetAgentDetails_WrapperTypeHelper1.createWrapperObject(Unknown Source)
	at org.apache.cxf.jaxws.interceptors.WrapperClassOutInterceptor.handleMessage(WrapperClassOutInterceptor.java:105)
	... 12 more
",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,,,5770,,,Fri Jul 22 06:56:48 UTC 2011,,,,,,0|i0b7g7:,63319,,,,,,,,"13/Jul/11 07:32;ffang;find out that this is only issue with JDK6, the bare mode server publish a wrapped style wsdl, which cause client side fail.

With JDK5, by default the jaxws 2.2 was used so everything is ok.
With JDK6, unless we endorse the jaxws 2.2 api, by default the maven will use jaxws 2.1, somehow this example can't work with jaxws2.1, the bare mode server publish a wrapped style wsdl, so client dynamically generate wrapped style invocation which cause this error.
","22/Jul/11 06:56;ffang;commit fix
http://svn.apache.org/viewvc?rev=1149476&view=rev for trunk
http://svn.apache.org/viewvc?rev=1149478&view=rev for 2.4.x branch
http://svn.apache.org/viewvc?rev=1149479&view=rev for 2.3.x branch
",,,,,,,,,,,,,,,,,,,,,,,,,
wsdl_first_https README.txt isn't correct,CXF-3637,12513064,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Minor,Fixed,ffang,ffang,ffang,07/Jul/11 02:03,19/Aug/11 03:30,14/Mar/19 02:29,07/Jul/11 02:27,,,,,,,,,,,,,,,,,,2.3.6,2.4.2,2.5,,Samples,,,,0,,,,,,"In the README.txt file for the WSDL first demo using HTTPS (wsdl_first_https), the following:

""In separate windows:
mvn -Pserver (starts the server)
mvn -Psecure.client (runs the client in secure mode, Scenario 2)
mvn -Pinsecure.client (runs the client in insecure mode, Scenario 1)
mvn -Pinsecure.client.non.secure (runs the client in secure mode, Scenario 3)
mvn -Psecure.client.non.secure (runs the client in secure mode, Scenario 4)
mvn clean (removes all generated and compiled classes)""

should read:

""In separate windows:
mvn -Pserver (starts the server)
mvn -Pinsecure.client (runs the client in insecure mode, Scenario 1)
mvn -Psecure.client (runs the client in secure mode, Scenario 2)
mvn -Pinsecure.client.non.spring (runs the client in insecure mode, Scenario 3)
mvn -Psecure.client.non.spring (runs the client in secure mode, Scenario 4)
mvn clean (removes all generated and compiled classes)""",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,,,5812,,,Thu Jul 07 02:27:13 UTC 2011,,,,,,0|i0b7tr:,63380,,,,,,,,"07/Jul/11 02:27;ffang;commit fix
http://svn.apache.org/viewvc?rev=1143631&view=rev for trunk
http://svn.apache.org/viewvc?rev=1143632&view=rev for 2.4.x branch
http://svn.apache.org/viewvc?rev=1143634&view=rev for 2.3.x branch",,,,,,,,,,,,,,,,,,,,,,,,,,
aegis_standalone sample README.txt isn't correct,CXF-3636,12513060,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Minor,Fixed,ffang,ffang,ffang,07/Jul/11 01:57,02/Sep/11 00:48,14/Mar/19 02:29,07/Jul/11 02:02,2.3.5,,,,,,,,,,,,,,,,,2.3.6,,,,,,,,0,,,,,,README file mentions to use the run goal with in fact that goal does not exist. While the write and read goal do exist but they are not mentioned within the README file. ,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,,,46750,,,Thu Jul 07 02:02:10 UTC 2011,,,,,,0|i1afz3:,269054,,,,,,,,"07/Jul/11 02:02;ffang;commit fix
http://svn.apache.org/viewvc?rev=1143628&view=rev",,,,,,,,,,,,,,,,,,,,,,,,,,
WADL Generator ignores @PathParams mapped on class fields,CXF-3631,12512707,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,sergey_beryozkin,rvullriede,rvullriede,04/Jul/11 10:36,19/Aug/11 03:30,14/Mar/19 02:29,12/Jul/11 17:17,2.4.1,,,,,,,,,,,,,,,,,2.4.2,2.5,,,JAX-RS,,,,0,WADL,,,,,"I have a request scoped resource via a RequestScopeResourceFactory and <aop:scoped-proxy /> as described on http://cxf.apache.org/docs/jaxrs-services-configuration.html#JAXRSServicesConfiguration-Lifecyclemanagement to be able to inject @PathParams on class fields. This works as expected however the mapped parameters do not show up in the auto-generated WADL. After a quick look in the source code of org.apache.cxf.jaxrs.model.wadl.WADLGenerator it seems it is only looking for method-level parameters.

",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2011-07-12 17:16:56.225,,,no_permission,,,,,,,,,,,,,5784,,,Tue Jul 12 17:16:56 UTC 2011,,,,,,0|i0b6wv:,63232,,,,,,,,"12/Jul/11 17:16;sergey_beryozkin;private @PathParam(""id"") int id;

or

@PathParam(""id"")
public void setId(int id) {
}

(as well for matrix, query, header)

should be recognized by the generator now
",,,,,,,,,,,,,,,,,,,,,,,,,,
SEVERE message seen in wsdl_first_pure_xml example,CXF-3628,12512356,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Minor,Fixed,njiang,gliesian,gliesian,30/Jun/11 17:43,19/Aug/11 03:30,14/Mar/19 02:29,01/Jul/11 03:20,2.4.1,,,,,,,,,,,,,,,,,2.4.2,,,,Samples,,,,0,,,,,,"In this example program ""WSDL first demo using BARE Style in XML Binding (pure XML over HTTP)"" - (i.e., wsdl_first_pure_xml), a SEVERE warning is encountered:

[java] SEVERE: the message content list of the in message and out message are same, CXF can't set the holder object into the message content list of the out message.

See attachment.

Note: This issue is also seen in with the wsdl_first_rpclit example.",,,,,,,,,,,,,,,,,30/Jun/11 17:45;gliesian;severe_message.bmp;https://issues.apache.org/jira/secure/attachment/12484804/severe_message.bmp,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2011-07-01 02:30:39.483,,,no_permission,,,,,,,,,,,,,46753,,,Fri Jul 01 03:19:58 UTC 2011,,,,,,0|i1afzr:,269057,,,,,,,,"01/Jul/11 02:30;njiang;This issue is related to CXF-3572, and I committed a quick fix for it just after CXF 2.4.1 was released. If you try out the latest CXF 2.4.2-SNAPSHOT, it should be OK now.
","01/Jul/11 03:19;njiang;I just did a quick test on the CXF 2.4.2-SNAPSHOT, the error is gone :)
",,,,,,,,,,,,,,,,,,,,,,,,,
high load may cause deadlocks,CXF-3627,12512338,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,ffang,repp,repp,30/Jun/11 15:37,19/Aug/11 03:30,14/Mar/19 02:29,01/Jul/11 04:19,2.4.1,,,,,,,,,,,,,,,,,2.3.6,2.4.2,2.5,,Core,,,,0,,,,,,"we tried to implement bi directional ws communication (both sides are client and servers)
methods were annotated with @oneway to make sure that on the other side request is processed in separate thread and to make sure requesting thread do not wait for the server processing (because server can issue another request back).

Unfortunately there is confusing part of the code in org/apache/cxf/interceptor/OneWayProcessorInterceptor.java 

} catch (RejectedExecutionException e) {
      //the executor queue is full, so run the task in the caller thread
      chain.resume();

that ignores @oneway and continues with the current thread, which means requesting thread (acting as client) will wait... in some cases forever (or till some network timeout)


What is even worse, there is no single log line indicating that (and suggesting to increase thread pool size), so it was really hard to debug it
",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2011-07-01 02:51:53.373,,,no_permission,,,,,,,,,,,,,5814,,,Fri Jul 01 04:19:06 UTC 2011,,,,,,0|i0b7u7:,63382,,,,,,,,"01/Jul/11 02:51;ffang;Hi,

This code
{code}
} catch (RejectedExecutionException e) {
//the executor queue is full, so run the task in the caller thread
chain.resume();
{code}

ensure that we won't lose oneway invocation if the executor queue is full. Anyway you can alawys configure a larger executor queue for high load. And I agree that add a log to indicate the ""the executor queue is full, so run the task in the caller thread"" should be good.

Freeman","01/Jul/11 04:19;ffang;commit fix
http://svn.apache.org/viewvc?rev=1141787&view=rev for trunk
http://svn.apache.org/viewvc?rev=1141788&view=rev for 2.4.x branch
http://svn.apache.org/viewvc?rev=1141789&view=rev for 2.3.x branch",,,,,,,,,,,,,,,,,,,,,,,,,
CXF-3229 all over again,CXF-3625,12512296,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,dkulp,jesselong,jesselong,30/Jun/11 09:01,19/Aug/11 03:30,14/Mar/19 02:29,08/Aug/11 21:33,2.4,2.4.1,,,,,,,,,,,,,,,,2.3.6,2.4.2,,,Core,,,,0,,,,,,"See issue 3229. in 2.4 things have changed, and the patch I applied for 2.3.2 is no longer in place. However, the problem that was fixed in 3229 is back again in 2.4.1.

Step1:
Java 2 wsdl: an operation throws java.lang.Exception.

Step2: wsdl 2 java based on resulting wsdl from step1. Codegen creates an XML binding class ""Exception"". Other exceptions ""extends Exception"", not ""extends java.lang.Exception"".

See: tools/wsdlto/frontend/jaxws/src/main/java/org/apache/cxf/tools/wsdlto/frontend/jaxws/generators/FaultGenerator.java

Why would a generated exception ever extends anything other than java.lang.Exception? Is it attempting to mirror the hierarchy from the server side? My suggestion: exceptionSuperclass = ""java.lang.Exception""; End of story.",Generating Java code from WSDL,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2011-08-08 21:33:14.877,,,no_permission,,,,,,,,,,,,,5741,,,Mon Aug 08 21:33:14 UTC 2011,,,,,,0|i0b78f:,63284,,,,,,,,"08/Aug/11 21:33;dkulp;
Hopefully now resolved.

The purpose is to get it to generate code like ""class MyException extends Exception"" and not ""extends java.lang.Exception"" in all cases as some people don't like to see fully qualified class names unless absolutely necessary. 

I've updated the FaultGenerator to check the ClassCollector to see if anything names Exception has been created and if so, switch to fully qualifying in that case.",,,,,,,,,,,,,,,,,,,,,,,,,,
BinarySecurityToken validated by STSTokenValidator doesn't satisfy IssuedToken policy,CXF-3624,12512289,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,coheigea,owulff,owulff,30/Jun/11 08:27,19/Aug/11 03:30,14/Mar/19 02:29,08/Jul/11 18:35,2.4.1,,,,,,,,,,,,,,,,,2.4.2,2.5,,,WS-* Components,,,,0,,,,,,"I've configured a JAX-WS endpoint to validate a BinarySecurityToken sent in the WS-Security Header against an STS like this:

         <entry key=""ws-security.bst.validator"">
            <bean class=""org.apache.cxf.ws.security.trust.STSTokenValidator""/>

After successful validation, I get the following exception on the server side:

Jun 30, 2011 10:57:21 AM org.apache.cxf.phase.PhaseInterceptorChain doDefaultLogging
WARNING: Interceptor for {http://www.example.org/contract/DoubleIt}DoubleItService#{http://www.example.org/contract/DoubleIt}DoubleIt has thrown exception, unwinding now
org.apache.cxf.interceptor.Fault: These policy alternatives can not be satisfied:
{http://docs.oasis-open.org/ws-sx/ws-securitypolicy/200702}IssuedToken
        at org.apache.cxf.ws.policy.AbstractPolicyInterceptor.handleMessage(AbstractPolicyInterceptor.java:47)

",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,,,5799,,,2011-06-30 08:27:55.0,,,,,,0|i0b7jj:,63334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSRM AckRange's number parsing not tolerating whitespace after CXF 2.4 upgrade,CXF-3623,12512285,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Minor,Fixed,ay,ay,ay,30/Jun/11 07:09,19/Aug/11 03:30,14/Mar/19 02:29,30/Jun/11 09:16,2.4.1,,,,,,,,,,,,,,,,,2.4.2,2.5,,,WS-* Components,,,,0,,,,,,"The behavior of the number value parsing in WSRM has been changed in CXF 2.4 and this may lead to an interoperability issue with other implementations.

According to the whitespace handling for atomic types[1], the number types such as xs:unsignedLong used for AcknowledgementRange's Lower/Upper values should collapse the leading and trailing whitespace. This behavior is present in CXF 2.3.x, where type xs:unsignedLong is simply bound to its default java type BigInteger.

In 2.4, this type is bound to Long using the binding file. This is causing any number value containing a leading or trailing whitespace to be not correctly read.

I am adding the parseMethod option for the Long type in the biding file as shown below so that the above mentioned whitespace handling is automatically provided for the Long type by jaxb:

                <jaxb:javaType name=""java.lang.Long""
                    parseMethod=""javax.xml.bind.DatatypeConverter.parseLong"" 
                    printMethod=""javax.xml.bind.DatatypeConverter.printLong""/>


[1]  http://www.w3.org/TR/xmlschema-2/#rf-whiteSpace, 

",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,,,5786,,,2011-06-30 07:09:38.0,,,,,,0|i0b6xr:,63236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chunking is not supported for non-empty HTTP PUT requests,CXF-3620,12512178,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,sergey_beryozkin,sergey_beryozkin,sergey_beryozkin,29/Jun/11 07:57,19/Aug/11 03:30,14/Mar/19 02:29,29/Jun/11 08:10,2.3.5,2.4.1,,,,,,,,,,,,,,,,2.3.6,2.4.2,2.5,,Transports,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,,,5738,,,Wed Jun 29 07:59:35 UTC 2011,,,,,,0|i0b77r:,63281,,,,,,,,"29/Jun/11 07:59;sergey_beryozkin;http://svn.apache.org/viewvc?rev=1140843&view=rev
relates to it",,,,,,,,,,,,,,,,,,,,,,,,,,
Missing build.xml file for jms_pubsub and jms_queue samples,CXF-3619,12512041,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Minor,Fixed,ffang,gliesian,gliesian,28/Jun/11 20:37,01/Sep/11 18:31,14/Mar/19 02:29,03/Jul/11 12:53,2.4.1,,,,,,,,,,,,,,,,,,,,,Samples,,,,0,,,,,,"In the README.txt file for the ""JMS Transport Demo using Document-Literal Style"" (i.e., jms_queue (and and also the jms_pubsub sample)), the following text is presented:

""From the base directory of this sample (i.e., where this README file is
located), the Ant build.xml file can be used to build and run the demo.""


There is no build.xml file in these folders for the 2.4.1 build, binary release. 
 



",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2011-07-02 00:01:45.476,,,no_permission,,,,,,,,,,,,,5813,,,Thu Sep 01 18:31:55 UTC 2011,,,,,,0|i0b7tz:,63381,,,,,,,,"01/Jul/11 13:49;gliesian;The build.xml file is also missing in the jms-spec-demo.  

However, the jms-spec-demo's README.txt also reads: 

""From the base directory of this sample (i.e., where this README file is ocated), the Ant build.xml file can be used to build and run the demo.""","02/Jul/11 00:01;ffang;Hi,

We decide to drop ant build.xml files for samples requiring extra stuff(those examples you mentioned here are in this case), see the discussion here, but all samples can run with maven. To demonstrate how to use ant to build, a new example ""antbuild"" was added. We need revise the README.txt of those changed example accordingly.

[1]http://cxf.547215.n5.nabble.com/Proposal-drop-ant-build-xml-files-for-samples-requiring-extra-stuff-td3704042.html

Freeman","03/Jul/11 12:50;gmazza;I fixed the READMEs for those three samples in the CXF 2.4.x and trunk branches.  According to the thread Freeman linked to, apparently the build.xml's still need to be removed from all the other samples, as ""antbuild"" is to remain our lone Ant example.
","03/Jul/11 12:53;gmazza;Updated README files.  (Unsure of the etiquette of resolving an issue assigned to someone else, apologies if any offense.)",01/Sep/11 18:31;gliesian;Thank you for the resolution.,,,,,,,,,,,,,,,,,,,,,,
Extremely bad performance in JMS transport when the MessageListenerContainer is used,CXF-3618,12511481,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,chris@die-schneider.net,chris@die-schneider.net,chris@die-schneider.net,24/Jun/11 15:11,19/Aug/11 03:30,14/Mar/19 02:29,24/Jun/11 15:17,2.4.1,,,,,,,,,,,,,,,,,2.3.6,2.4.2,,,Transports,,,,0,,,,,,"When configuring the JMS transport for a fixed queue and using the async api the MessageListenerContainer is used.
Normally this should increase the performance compared to jmsTemplate. When doing performance tests I found that the performance is extremely bad though.
(Few messages per second). When I profiled where time is spent I found that the ListenerContainer is shut down all the time and restarted on next call.

I removed the shutdown calls when no async messages are outstanding as the listeners may be kept open without any problems. Now the performance is fine again ( about 1500 request/reply calls per second).
",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,,,5823,,,Fri Jun 24 15:17:23 UTC 2011,,,,,,0|i0b7un:,63384,,,,,,,,24/Jun/11 15:17;chris@die-schneider.net;Committed change to remove mayBeShutDownListener. Performance is now normal again,,,,,,,,,,,,,,,,,,,,,,,,,,
